ID,typeName,30DayPrice,30DayVolume,30DayISKVolume,7DayPrice,7DayVolume,7DayISKVolume
7045,Dual Afocal Heavy Maser I,,,,,,
18698,Core X-Type 100MN Afterburner,,,,,,
18690,Core B-Type 100MN Afterburner,,,,,,
3426,CPU Management,,,,,,
18696,Core A-Type 100MN Afterburner,,,,,,
18694,Corelum A-Type 10MN Afterburner,,,,,,
3953,Medium EMP Smartbomb I,,,,,,
18700,Corpii C-Type Multispectrum Coating,,,,,,
18692,Coreli A-Type 1MN Afterburner,,,,,,
18702,Centii C-Type Multispectrum Coating,,,,,,
7047,Dual Modulated Heavy Energy Beam I,,,,,,
18704,Corpii B-Type Multispectrum Coating,,,,,,
18706,Centii B-Type Multispectrum Coating,,,,,,
3427,Electronic Warfare,,,,,,
18708,Corpii A-Type Multispectrum Coating,,,,,,
18710,Centii A-Type Multispectrum Coating,,,,,,
7049,Dual Anode Heavy Particle Stream I,,,,,,
2117,Burst Jammer II,,,,,,
1810,Scourge Auto-Targeting Light Missile I,,,,,,
18712,Corpii C-Type Kinetic Coating,,,,,,
3955,Medium EMP Smartbomb II,,,,,,
18714,Centii C-Type Kinetic Coating,,,,,,
3428,Long Range Targeting,,,,,,
7083,Mega Modal Pulse Laser I,,,,,,
14780,Vepas' Modified Cloaking Device,,,,,,
3958,"GDN-9 ""Nightstalker"" Combat Goggles",,,,,,
18716,Corpii C-Type Explosive Coating,,,,,,
18718,Centii C-Type Explosive Coating,,,,,,
3962,Customs Office Gantry,,,,,,
7085,Mega Afocal Pulse Maser I,,,,,,
18720,Corpii C-Type EM Coating,,,,,,
3429,Target Management,,,,,,
2161,Crucifier,,,,,,
3966,Men's 'Precision' Boots,,,,,,
18722,Centii C-Type EM Coating,,,,,,
3975,Women's 'Structure' Dress (navy),,,,,,
18724,Corpii C-Type Thermal Coating,,,,,,
7087,Mega Modulated Pulse Energy Beam I,,,,,,
2056,Survey Networks 4,,,,,,
18726,Centii C-Type Thermal Coating,,,,,,
3977,Large Proton Smartbomb I,,,,,,
3430,Advanced Target Management,,,,,,
18728,Corpii B-Type Thermal Coating,,,,,,
7089,Mega Anode Pulse Particle Stream I,,,,,,
18730,Centii B-Type Thermal Coating,,,,,,
18740,Corpii B-Type Kinetic Coating,,,,,,
7123,Mega Modal Laser I,,,,,,
4008,Men's 'Lockstep' Boots,,,,,,
3431,Signature Analysis,,,,,,
18742,Centii B-Type Kinetic Coating,,,,,,
14778,Thon's Modified Cloaking Device,,,,,,
4004,Women's 'Mystrioso' Boots,,,,,,
18744,Corpii B-Type Explosive Coating,,,,,,
1814,Nova Auto-Targeting Light Missile I,,,,,,
7125,Mega Afocal Maser I,,,,,,
3979,Large Proton Smartbomb II,,,,,,
18746,Centii B-Type Explosive Coating,,,,,,
18748,Corpii B-Type EM Coating,,,,,,
3432,Electronics Upgrades,,,,,,
18750,Centii B-Type EM Coating,,,,,,
7127,Mega Modulated Energy Beam I,,,,,,
3981,Large Graviton Smartbomb I,,,,,,
14776,Kaikka's Modified Cloaking Device,,,,,,
18752,Corpii A-Type Kinetic Coating,,,,,,
2173,Infiltrator I,,,,,,
18754,Centii A-Type Kinetic Coating,,,,,,
3433,Sensor Linking,,,,,,
7131,Mega Anode Particle Stream I,,,,,,
18756,Corpii A-Type Explosive Coating,,,,,,
18758,Centii A-Type Explosive Coating,,,,,,
14774,Estamel's Modified Co-Processor,,,,,,
4003,Women's 'Greave' Knee-Boots,,,,,,
7167,Tachyon Modal Laser I,,,,,,
18760,Corpii A-Type EM Coating,,,,,,
2055,Survey Networks 3,,,,,,
3434,Weapon Disruption,,,,,,
14772,Vepas' Modified Co-Processor,,,,,,
18762,Centii A-Type EM Coating,,,,,,
3983,Large Graviton Smartbomb II,,,,,,
14770,Thon's Modified Co-Processor,,,,,,
18764,Corpii A-Type Thermal Coating,,,,,,
7169,Tachyon Afocal Maser I,,,,,,
14768,Kaikka's Modified Co-Processor,,,,,,
14767,Estamel's Modified Multispectrum Shield Hardener,,,,,,
18766,Centii A-Type Thermal Coating,,,,,,
3435,Propulsion Jamming,,,,,,
3986,Large Remote Hull Repairer II,,,,,,
18768,Coreli C-Type Multispectrum Coating,,,,,,
7171,Tachyon Modulated Energy Beam I,,,,,,
18770,Coreli C-Type Kinetic Coating,,,,,,
1816,Inferno Auto-Targeting Light Missile I,,,,,,
18772,Coreli C-Type Explosive Coating,,,,,,
7173,Tachyon Anode Particle Stream I,,,,,,
3987,Large Plasma Smartbomb I,,,,,,
3436,Drones,,,,,,
18775,Coreli C-Type EM Coating,,,,,,
2175,Infiltrator II,,,,,,
18777,Coreli C-Type Thermal Coating,,,,,,
18779,Coreli B-Type Multispectrum Coating,,,,,,
7247,75mm Prototype Gauss Gun,,,,,,
18781,Coreli B-Type Kinetic Coating,,,,,,
3437,Drone Avionics,,,,,,
18783,Coreli B-Type Explosive Coating,,,,,,
4002,Women's 'Minima' Heels,,,,,,
7249,75mm 'Scout' Accelerator Cannon,,,,,,
18785,Coreli B-Type EM Coating,,,,,,
3989,Large Plasma Smartbomb II,,,,,,
18787,Coreli B-Type Thermal Coating,,,,,,
2054,Survey Networks 2,,,,,,
3438,Mining Drone Operation,,,,,,
2178,Guristas Nova XL Cruise Missile,,,,,,
18789,Coreli A-Type Multispectrum Coating,,,,,,
7251,75mm Carbide Railgun I,,,,,,
3992,Men's 'Commando' Pants (black wax),,,,,,
18791,Coreli A-Type Kinetic Coating,,,,,,
18793,Coreli A-Type Explosive Coating,,,,,,
7253,75mm Compressed Coil Gun I,,,,,,
18795,Coreli A-Type EM Coating,,,,,,
3439,Repair Drone Operation,,,,,,
3993,Large EMP Smartbomb I,,,,,,
18797,Coreli A-Type Thermal Coating,,,,,,
7287,150mm Prototype Gauss Gun,,,,,,
18799,Corelum C-Type Multispectrum Energized Membrane,,,,,,
2053,Survey Networks 1,,,,,,
1818,Scourge Auto-Targeting Heavy Missile I,,,,,,
2180,Guristas Scourge XL Cruise Missile,,,,,,
18801,Corelum C-Type Kinetic Energized Membrane,,,,,,
4001,Men's 'Trench' Boots,,,,,,
3999,Women's 'Impress' Skirt (black wax),,,,,,
3440,Salvage Drone Operation,,,,,,
18803,Corelum C-Type Explosive Energized Membrane,,,,,,
7289,150mm 'Scout' Accelerator Cannon,,,,,,
18805,Corelum C-Type EM Energized Membrane,,,,,,
3998,Women's 'Impress' Skirt (gray),,,,,,
2044,Ore Prospecting Array 5,,,,,,
2046,Damage Control I,,,,,,
3995,Large EMP Smartbomb II,,,,,,
18807,Corelum C-Type Thermal Energized Membrane,,,,,,
3997,Women's 'Excursion' Pants (black/gray),,,,,,
7291,150mm Carbide Railgun I,,,,,,
3441,Heavy Drone Operation,,,,,,
18809,Corelum B-Type Multispectrum Energized Membrane,,,,,,
18811,Corelum B-Type Kinetic Energized Membrane,,,,,,
2050,Gistum C-Type Multispectrum Shield Hardener,,,,,,
2182,Guristas Inferno XL Cruise Missile,,,,,,
18813,Corelum B-Type Explosive Energized Membrane,,,,,,
7293,150mm Compressed Coil Gun I,,,,,,
18815,Corelum B-Type EM Energized Membrane,,,,,,
3442,Drone Interfacing,,,,,,
18819,Corelum A-Type Multispectrum Energized Membrane,,,,,,
18817,Corelum B-Type Thermal Energized Membrane,,,,,,
7327,Dual 150mm Prototype Gauss Gun,,,,,,
18821,Corelum A-Type Kinetic Energized Membrane,,,,,,
18823,Corelum A-Type Explosive Energized Membrane,,,,,,
3443,Trade,,,,,,
18825,Corelum A-Type EM Energized Membrane,,,,,,
7329,Dual 150mm 'Scout' Accelerator Cannon,,,,,,
18827,Corelum A-Type Thermal Energized Membrane,,,,,,
2183,Hammerhead I,,,,,,
18829,Corpum C-Type Multispectrum Energized Membrane,,,,,,
1820,Mjolnir Auto-Targeting Heavy Missile I,,,,,,
7331,Dual 150mm Carbide Railgun I,,,,,,
18831,Centum C-Type Multispectrum Energized Membrane,,,,,,
3444,Retail,,,,,,
18833,Corpum C-Type Kinetic Energized Membrane,,,,,,
2048,Damage Control II,,,,,,
18835,Centum C-Type Kinetic Energized Membrane,,,,,,
7333,Dual 150mm Compressed Coil Gun I,,,,,,
18837,Corpum C-Type Explosive Energized Membrane,,,,,,
3446,Broker Relations,,,,,,
14766,Vepas's Modified Multispectrum Shield Hardener,,,,,,
18839,Centum C-Type Explosive Energized Membrane,,,,,,
7367,250mm Prototype Gauss Gun,,,,,,
18841,Corpum C-Type EM Energized Membrane,,,,,,
18843,Centum C-Type EM Energized Membrane,,,,,,
3447,Visibility,,,,,,
7369,250mm 'Scout' Accelerator Cannon,,,,,,
18845,Corpum C-Type Thermal Energized Membrane,,,,,,
18847,Centum C-Type Thermal Energized Membrane,,,,,,
2043,Ore Prospecting Array 4,,,,,,
18849,Corpum B-Type Multispectrum Energized Membrane,,,,,,
18851,Centum B-Type Multispectrum Energized Membrane,,,,,,
7371,250mm Carbide Railgun I,,,,,,
18853,Corpum B-Type Kinetic Energized Membrane,,,,,,
3449,Navigation,,,,,,
2185,Hammerhead II,,,,,,
18855,Centum B-Type Kinetic Energized Membrane,,,,,,
18857,Corpum B-Type Explosive Energized Membrane,,,,,,
7373,250mm Compressed Coil Gun I,,,,,,
18859,Centum B-Type Explosive Energized Membrane,,,,,,
3450,Afterburner,,,,,,
1822,Nova Auto-Targeting Heavy Missile I,,,,,,
18861,Corpum B-Type Thermal Energized Membrane,,,,,,
7407,Dual 250mm Prototype Gauss Gun,,,,,,
18863,Centum B-Type Thermal Energized Membrane,,,,,,
18865,Corpum A-Type Thermal Energized Membrane,,,,,,
2188,Guristas Mjolnir XL Cruise Missile,,,,,,
2042,Ore Prospecting Array 3,,,,,,
7409,Dual 250mm 'Scout' Accelerator Cannon,,,,,,
18867,Centum A-Type Thermal Energized Membrane,,,,,,
3451,Fuel Conservation,,,,,,
18869,Corpum A-Type EM Energized Membrane,,,,,,
18871,Centum A-Type EM Energized Membrane,,,,,,
7411,Dual 250mm Carbide Railgun I,,,,,,
18873,Corpum A-Type Explosive Energized Membrane,,,,,,
2041,Ore Prospecting Array 2,,,,,,
3452,Acceleration Control,,,,,,
18875,Centum A-Type Explosive Energized Membrane,,,,,,
2038,Cargo Scanner II,,,,,,
3565,CONCORD XL Torpedo Launcher,,,,,,
18883,Centum A-Type Multispectrum Energized Membrane,,,,,,
18877,Corpum A-Type Kinetic Energized Membrane,,,,,,
7413,Dual 250mm Compressed Coil Gun I,,,,,,
18885,Corpus C-Type EM Armor Hardener,,,,,,
2040,Ore Prospecting Array 1,,,,,,
18881,Corpum A-Type Multispectrum Energized Membrane,,,,,,
18879,Centum A-Type Kinetic Energized Membrane,,,,,,
18887,Centus C-Type EM Armor Hardener,,,,,,
2193,Praetor I,,,,,,
3566,Small Capacitor Booster I,,,,,,
3573,CONCORD Hexa 2500mm Repeating Cannon,,,,,,
3575,CONCORD Capital Remote Capacitor Transmitter,,,,,,
18889,Corpus C-Type Explosive Armor Hardener,,,,,,
3453,Evasive Maneuvering,,,,,,
2037,Entrapment Array 5,,,,,,
7447,425mm Prototype Gauss Gun,,,,,,
18891,Centus C-Type Explosive Armor Hardener,,,,,,
3483,Captured Civilians,,,,,,
3563,CONCORD XL Cruise Missile Launcher,,,,,,
18893,Corpus C-Type Kinetic Armor Hardener,,,,,,
3571,CONCORD Quad 3500mm Siege Artillery,,,,,,
18895,Centus C-Type Kinetic Armor Hardener,,,,,,
3576,Heavy Capacitor Booster I,,,,,,
7449,425mm 'Scout' Accelerator Cannon,,,,,,
3482,Inherent Implants 'Noble' Hull Upgrades HG-1006,,,,,,
3454,High Speed Maneuvering,,,,,,
18897,Corpus C-Type Thermal Armor Hardener,,,,,,
3550,CONCORD Dual 1000mm Railgun,,,,,,
3488,Small Cap Battery II,,,,,,
1824,Inferno Auto-Targeting Heavy Missile I,,,,,,
3493,Sansha Incursion Assault System Effects,,,,,,
3494,Sansha Incursion HQ System Effects,,,,,,
3495,Shield Transfer Control Tower,,,,,,
18899,Centus C-Type Thermal Armor Hardener,,,,,,
3551,Survey,,,,,,
7451,425mm Carbide Railgun I,,,,,,
18901,Corpus B-Type EM Armor Hardener,,,,,,
3568,Small Capacitor Booster II,,,,,,
18903,Centus B-Type EM Armor Hardener,,,,,,
3455,Warp Drive Operation,,,,,,
3496,Medium Cap Battery II,,,,,,
3561,CONCORD Dual Giga Beam Laser,,,,,,
3501,CONCORD MTAC,,,,,,
18905,Corpus B-Type Explosive Armor Hardener,,,,,,
7453,425mm Compressed Coil Gun I,,,,,,
3478,Inherent Implants 'Noble' Repair Proficiency RP-906,,,,,,
3552,Cap Booster 75,,,,,,
18907,Centus B-Type Explosive Armor Hardener,,,,,,
3479,Inherent Implants 'Noble' Hull Upgrades HG-1002,,,,,,
3578,Heavy Capacitor Booster II,,,,,,
18909,Corpus B-Type Kinetic Armor Hardener,,,,,,
3546,CONCORD Ion Siege Blaster,,,,,,
3456,Jump Drive Operation,,,,,,
7487,Modal Light Electron Particle Accelerator I,,,,,,
3481,Inherent Implants 'Noble' Hull Upgrades HG-1004,,,,,,
3504,Large Cap Battery II,,,,,,
2195,Praetor II,,,,,,
18911,Centus B-Type Kinetic Armor Hardener,,,,,,
3507,Tactical Response Transmitter,,,,,,
3544,CONCORD Capital Remote Shield Booster,,,,,,
18913,Corpus B-Type Thermal Armor Hardener,,,,,,
2197,Environmentally-friendly Mining Equipment,,,,,,
2198,Crate of Environmentally-friendly Mining Equipment,,,,,,
2199,Prototype Body Armor Fabric,,,,,,
2200,Crate of Prototype Body Armor Fabric,,,,,,
2201,Riot Interdiction Team,,,,,,
2202,Riot Interdiction Teams,,,,,,
3581,Purloined Sansha Data Analyzer,,,,,,
3536,CONCORD Capital Remote Armor Repairer,,,,,,
3583,Badly Mangled Components,,,,,,
3584,True Slave Decryption Node,,,,,,
3585,Mangled Sansha Data Analyzer,,,,,,
7489,Limited Light Electron Blaster I,,,,,,
18915,Centus B-Type Thermal Armor Hardener,,,,,,
3465,Large Secure Container,,,,,,
3475,Inherent Implants 'Noble' Mechanic MC-806,,,,,,
3512,Focused Medium Pulse Laser II,,,,,,
3538,Large Armor Repairer I,,,,,,
18917,Corpus A-Type Thermal Armor Hardener,,,,,,
3476,Inherent Implants 'Noble' Repair Proficiency RP-902,,,,,,
3514,Revenant,,,,,,
3516,Malice,,,,,,
3518,Vangel,,,,,,
18919,Centus A-Type Thermal Armor Hardener,,,,,,
3554,Cap Booster 100,,,,,,
7491,Regulated Light Electron Phase Cannon I,,,,,,
3586,Small Remote Shield Booster I,,,,,,
3477,Inherent Implants 'Noble' Repair Proficiency RP-904,,,,,,
3559,CONCORD Dual Giga Pulse Laser,,,,,,
18921,Corpus A-Type Kinetic Armor Hardener,,,,,,
3466,Medium Secure Container,,,,,,
18923,Centus A-Type Kinetic Armor Hardener,,,,,,
2203,Acolyte I,,,,,,
3542,CONCORD Capital Shield Booster,,,,,,
3520,Heavy Pulse Laser II,,,,,,
7493,Anode Light Electron Particle Cannon I,,,,,,
18925,Corpus A-Type Explosive Armor Hardener,,,,,,
3470,Inherent Implants 'Noble' Remote Armor Repair Systems RA-706,,,,,,
1826,Scourge Auto-Targeting Cruise Missile I,,,,,,
18927,Centus A-Type Explosive Armor Hardener,,,,,,
3534,CONCORD Capital Armor Repairer,,,,,,
3471,Inherent Implants 'Noble' Mechanic MC-802,,,,,,
18929,Corpus A-Type EM Armor Hardener,,,,,,
7535,Modal Light Ion Particle Accelerator I,,,,,,
3467,Small Secure Container,,,,,,
3528,Medium Armor Repairer I,,,,,,
3540,Large Armor Repairer II,,,,,,
18931,Centus A-Type EM Armor Hardener,,,,,,
3474,Inherent Implants 'Noble' Mechanic MC-804,,,,,,
18933,Corpus X-Type EM Armor Hardener,,,,,,
3588,Small Remote Shield Booster II,,,,,,
18935,Centus X-Type EM Armor Hardener,,,,,,
7537,Limited Light Ion Blaster I,,,,,,
18937,Corpus X-Type Explosive Armor Hardener,,,,,,
3469,Basic' Co-Processor,,,,,,
18939,Centus X-Type Explosive Armor Hardener,,,,,,
7539,Regulated Light Ion Phase Cannon I,,,,,,
3596,Medium Remote Shield Booster I,,,,,,
18941,Corpus X-Type Kinetic Armor Hardener,,,,,,
18943,Centus X-Type Kinetic Armor Hardener,,,,,,
18945,Corpus X-Type Thermal Armor Hardener,,,,,,
3530,Medium Armor Repairer II,,,,,,
7541,Anode Light Ion Particle Cannon I,,,,,,
18947,Centus X-Type Thermal Armor Hardener,,,,,,
18949,Core C-Type EM Armor Hardener,,,,,,
2205,Acolyte II,,,,,,
3532,Echelon,,,,,,
18951,Core C-Type Explosive Armor Hardener,,,,,,
7579,Modal Light Neutron Particle Accelerator I,,,,,,
2215,Amarr TIL-1A Nexus Chips,,,,,,
2216,Crate of Amarr TIL-1A Nexus Chips,,,,,,
2217,Preacher,,,,,,
2219,Large Group of Civilian Workers and Dependents,,,,,,
2220,Civilian Workers and Dependents,,,,,,
2221,Manportable Electromagnetic Pulse Weapons,,,,,,
2226,Sisters of EVE Negotiator,,,,,,
2239,Oura Madusaari,,,,,,
2240,Harroken Ikero,,,,,,
2244,Fajah Ateshi,,,,,,
2250,Neurowave Pattern Scanner,,,,,,
18953,Core C-Type Kinetic Armor Hardener,,,,,,
3598,Medium Remote Shield Booster II,,,,,,
18955,Core C-Type Thermal Armor Hardener,,,,,,
1828,Mjolnir Auto-Targeting Cruise Missile I,,,,,,
7581,Limited Light Neutron Blaster I,,,,,,
14765,Thon's Modified Multispectrum Shield Hardener,,,,,,
18957,Core B-Type EM Armor Hardener,,,,,,
18959,Core B-Type Explosive Armor Hardener,,,,,,
7583,Regulated Light Neutron Phase Cannon I,,,,,,
3606,Large Remote Shield Booster I,,,,,,
18961,Core B-Type Kinetic Armor Hardener,,,,,,
2254,Temperate Command Center,,,,,,
2267,Base Metals,,,,,,
18963,Core B-Type Thermal Armor Hardener,,,,,,
14764,Kaikka's Modified Multispectrum Shield Hardener,,,,,,
2256,Temperate Launchpad,,,,,,
2257,Ice Storage Facility,,,,,,
18965,Core A-Type EM Armor Hardener,,,,,,
7585,Anode Light Neutron Particle Cannon I,,,,,,
18967,Core A-Type Explosive Armor Hardener,,,,,,
2268,Aqueous Liquids,,,,,,
18969,Core A-Type Kinetic Armor Hardener,,,,,,
7619,Modal Electron Particle Accelerator I,,,,,,
18971,Core A-Type Thermal Armor Hardener,,,,,,
18973,Core X-Type EM Armor Hardener,,,,,,
3608,Large Remote Shield Booster II,,,,,,
2270,Noble Metals,,,,,,
18975,Core X-Type Explosive Armor Hardener,,,,,,
7621,Limited Electron Blaster I,,,,,,
18977,Core X-Type Kinetic Armor Hardener,,,,,,
14763,Estamel's Modified Thermal Shield Hardener,,,,,,
18979,Core X-Type Thermal Armor Hardener,,,,,,
3616,Capital Remote Shield Booster I,,,,,,
7623,Regulated Electron Phase Cannon I,,,,,,
2272,Heavy Metals,,,,,,
18981,Coreli C-Type Small Remote Armor Repairer,,,,,,
2280,Link,,,,,,
18983,Coreli B-Type Small Remote Armor Repairer,,,,,,
1830,Nova Auto-Targeting Cruise Missile I,,,,,,
14760,Kaikka's Modified Thermal Shield Hardener,,,,,,
14762,Vepas's Modified Thermal Shield Hardener,,,,,,
14761,Thon's Modified Thermal Shield Hardener,,,,,,
18985,Coreli A-Type Small Remote Armor Repairer,,,,,,
7625,Anode Electron Particle Cannon I,,,,,,
2036,Entrapment Array 4,,,,,,
3618,Capital Remote Shield Booster II,,,,,,
3627,Construction Materials,,,,,,
18987,Corelum C-Type Medium Remote Armor Repairer,,,,,,
14759,Estamel's Modified Explosive Shield Hardener,,,,,,
18989,Corelum B-Type Medium Remote Armor Repairer,,,,,,
7663,Modal Ion Particle Accelerator I,,,,,,
14756,Kaikka's Modified Explosive Shield Hardener,,,,,,
18991,Corelum A-Type Medium Remote Armor Repairer,,,,,,
14757,Thon's Modified Explosive Shield Hardener,,,,,,
14758,Vepas's Modified Explosive Shield Hardener,,,,,,
2281,Multispectrum Shield Hardener II,,,,,,
3643,Soil,,,,,,
18999,Corpii C-Type Small Armor Repairer,,,,,,
19001,Corpii B-Type Small Armor Repairer,,,,,,
7665,Limited Ion Blaster I,,,,,,
19003,Corpii A-Type Small Armor Repairer,,,,,,
3645,Water,,,,,,
19005,Centii C-Type Small Armor Repairer,,,,,,
19007,Centii B-Type Small Armor Repairer,,,,,,
14755,Estamel's Modified EM Shield Hardener,,,,,,
7667,Regulated Ion Phase Cannon I,,,,,,
2286,Planktic Colonies,,,,,,
19009,Centii A-Type Small Armor Repairer,,,,,,
3647,Holoreels,,,,,,
19011,Coreli C-Type Small Armor Repairer,,,,,,
7669,Anode Ion Particle Cannon I,,,,,,
19013,Coreli B-Type Small Armor Repairer,,,,,,
19015,Coreli A-Type Small Armor Repairer,,,,,,
19017,Corpum C-Type Medium Armor Repairer,,,,,,
3651,Civilian Miner,,,,,,
7703,Modal Neutron Particle Accelerator I,,,,,,
19019,Corpum B-Type Medium Armor Repairer,,,,,,
2287,Complex Organisms,,,,,,
19021,Corpum A-Type Medium Armor Repairer,,,,,,
1832,Inferno Auto-Targeting Cruise Missile I,,,,,,
14754,Vepas's Modified EM Shield Hardener,,,,,,
19023,Centum C-Type Medium Armor Repairer,,,,,,
19025,Centum B-Type Medium Armor Repairer,,,,,,
14753,Thon's Modified EM Shield Hardener,,,,,,
19027,Centum A-Type Medium Armor Repairer,,,,,,
14752,Kaikka's Modified EM Shield Hardener,,,,,,
7705,Limited Neutron Blaster I,,,,,,
19029,Corelum C-Type Medium Armor Repairer,,,,,,
3653,Medium Hull Repairer I,,,,,,
14751,Estamel's Modified Kinetic Shield Hardener,,,,,,
19031,Corelum B-Type Medium Armor Repairer,,,,,,
19033,Corelum A-Type Medium Armor Repairer,,,,,,
2288,Carbon Compounds,,,,,,
14748,Kaikka's Modified Kinetic Shield Hardener,,,,,,
14749,Thon's Modified Kinetic Shield Hardener,,,,,,
14750,Vepas's Modified Kinetic Shield Hardener,,,,,,
19035,Core C-Type Large Armor Repairer,,,,,,
7707,Regulated Neutron Phase Cannon I,,,,,,
3345,Minmatar Titan,,,,,,
19038,Core X-Type Large Armor Repairer,,,,,,
19036,Core B-Type Large Armor Repairer,,,,,,
19037,Core A-Type Large Armor Repairer,,,,,,
19046,Centus X-Type Large Armor Repairer,,,,,,
19039,Corpus C-Type Large Armor Repairer,,,,,,
19040,Centus C-Type Large Armor Repairer,,,,,,
19047,Centii C-Type Small Remote Armor Repairer,,,,,,
19045,Corpus X-Type Large Armor Repairer,,,,,,
19041,Corpus B-Type Large Armor Repairer,,,,,,
19044,Centus A-Type Large Armor Repairer,,,,,,
19042,Centus B-Type Large Armor Repairer,,,,,,
19043,Corpus A-Type Large Armor Repairer,,,,,,
19049,Centii B-Type Small Remote Armor Repairer,,,,,,
7709,Anode Neutron Particle Cannon I,,,,,,
19051,Centii A-Type Small Remote Armor Repairer,,,,,,
19053,Centum C-Type Medium Remote Armor Repairer,,,,,,
3655,Medium Hull Repairer II,,,,,,
2289,Explosive Shield Hardener I,,,,,,
14746,Estamel's Modified EM Shield Amplifier,,,,,,
7743,Modal Mega Electron Particle Accelerator I,,,,,,
19055,Centum B-Type Medium Remote Armor Repairer,,,,,,
19057,Centum A-Type Medium Remote Armor Repairer,,,,,,
19065,Corpii C-Type Small Remote Capacitor Transmitter,,,,,,
7745,Limited Electron Blaster Cannon I,,,,,,
3663,Large Hull Repairer I,,,,,,
19067,Corpii B-Type Small Remote Capacitor Transmitter,,,,,,
19069,Corpii A-Type Small Remote Capacitor Transmitter,,,,,,
1855,Ship Scanner II,,,,,,
7747,Regulated Mega Electron Phase Cannon I,,,,,,
19071,Centii C-Type Small Remote Capacitor Transmitter,,,,,,
19073,Centii B-Type Small Remote Capacitor Transmitter,,,,,,
7749,Anode Mega Electron Particle Cannon I,,,,,,
19075,Centii A-Type Small Remote Capacitor Transmitter,,,,,,
19077,Corpum C-Type Medium Remote Capacitor Transmitter,,,,,,
3665,Large Hull Repairer II,,,,,,
14744,Vepas' Modified EM Shield Amplifier,,,,,,
19079,Corpum B-Type Medium Remote Capacitor Transmitter,,,,,,
7783,Modal Mega Neutron Particle Accelerator I,,,,,,
14740,Kaikka's Modified EM Shield Amplifier,,,,,,
14742,Thon's Modified EM Shield Amplifier,,,,,,
19081,Corpum A-Type Medium Remote Capacitor Transmitter,,,,,,
14738,Estamel's Modified Kinetic Shield Amplifier,,,,,,
14732,Kaikka's Modified Kinetic Shield Amplifier,,,,,,
1875,Rapid Light Missile Launcher I,,,,,,
2291,Kinetic Shield Hardener I,,,,,,
19083,Centum C-Type Medium Remote Capacitor Transmitter,,,,,,
14734,Thon's Modified Kinetic Shield Amplifier,,,,,,
3673,Wheat,,,,,,
14736,Vepas' Modified Kinetic Shield Amplifier,,,,,,
7785,Limited Mega Neutron Blaster I,,,,,,
19085,Centum B-Type Medium Remote Capacitor Transmitter,,,,,,
14730,Estamel's Modified Thermal Shield Amplifier,,,,,,
19087,Centum A-Type Medium Remote Capacitor Transmitter,,,,,,
14724,Kaikka's Modified Thermal Shield Amplifier,,,,,,
3683,Oxygen,,,,,,
14716,Kaikka's Modified Explosive Shield Amplifier,,,,,,
14722,Estamel's Modified Explosive Shield Amplifier,,,,,,
14726,Thon's Modified Thermal Shield Amplifier,,,,,,
14728,Vepas' Modified Thermal Shield Amplifier,,,,,,
14718,Thon's Modified Explosive Shield Amplifier,,,,,,
7787,Regulated Mega Neutron Phase Cannon I,,,,,,
14720,Vepas' Modified Explosive Shield Amplifier,,,,,,
19101,Corpii C-Type Small Energy Nosferatu,,,,,,
19103,Corpii B-Type Small Energy Nosferatu,,,,,,
19105,Corpii A-Type Small Energy Nosferatu,,,,,,
3685,Hydrogen Batteries,,,,,,
7789,Anode Mega Neutron Particle Cannon I,,,,,,
14714,Estamel's Modified Shield Boost Amplifier,,,,,,
19107,Corpum C-Type Medium Energy Nosferatu,,,,,,
19109,Corpum B-Type Medium Energy Nosferatu,,,,,,
7827,Modal Mega Ion Particle Accelerator I,,,,,,
19111,Corpum A-Type Medium Energy Nosferatu,,,,,,
2035,Entrapment Array 3,,,,,,
3687,Electronic Parts,,,,,,
19113,Corpus C-Type Heavy Energy Nosferatu,,,,,,
19115,Corpus B-Type Heavy Energy Nosferatu,,,,,,
7829,Limited Mega Ion Blaster I,,,,,,
19117,Corpus A-Type Heavy Energy Nosferatu,,,,,,
3689,Mechanical Parts,,,,,,
19119,Corpus X-Type Heavy Energy Nosferatu,,,,,,
2293,EM Shield Hardener I,,,,,,
14712,Vepas' Modified Shield Boost Amplifier,,,,,,
7831,Regulated Mega Ion Phase Cannon I,,,,,,
19129,Gistii C-Type Small Remote Shield Booster,,,,,,
14710,Thon's Modified Shield Boost Amplifier,,,,,,
14708,Kaikka's Modified Shield Boost Amplifier,,,,,,
19131,Gistii B-Type Small Remote Shield Booster,,,,,,
1877,Rapid Light Missile Launcher II,,,,,,
3691,Synthetic Oil,,,,,,
19133,Gistii A-Type Small Remote Shield Booster,,,,,,
7833,Anode Mega Ion Particle Cannon I,,,,,,
19135,Pithi C-Type Small Remote Shield Booster,,,,,,
19137,Pithi B-Type Small Remote Shield Booster,,,,,,
7997,XR-3200 Heavy Missile Bay,,,,,,
3693,Fertilizer,,,,,,
19139,Pithi A-Type Small Remote Shield Booster,,,,,,
14707,Estamel's Modified X-Large Shield Booster,,,,,,
19141,Gistum C-Type Medium Remote Shield Booster,,,,,,
8001,Experimental ZW-4100 Torpedo Launcher,,,,,,
1893,Basic' Heat Sink,,,,,,
19143,Gistum B-Type Medium Remote Shield Booster,,,,,,
19145,Gistum A-Type Medium Remote Shield Booster,,,,,,
3695,Polytextiles,,,,,,
19147,Pithum C-Type Medium Remote Shield Booster,,,,,,
